Threat Category,Threat Actor,Attack Vector,Geographical Location,Sentiment in Forums,Severity Score,Suggested Defense Mechanism,Risk Level Prediction,Cleaned Threat Description,Keyword Extraction,Named Entities (NER),Topic Modeling Labels
Phishing,Lazarus Group,Network,Germany,0.68,4,Patch Vulnerability,1,malware detected in email attachment,"['DDoS', 'website', 'attack']","['Anonymous', 'Website']",Malware
Malware,Anonymous,Email,USA,0.57,2,Patch Vulnerability,4,distributed denial of service attack on public website,"['malware', 'email', 'attachment']","['CompanyX', 'APT-28']",Ransomware
Malware,Unknown,Email,Global,0.6,4,Monitor for Phishing,5,distributed denial of service attack on public website,"['malware', 'email', 'attachment']","['CompanyY', 'Malware']",Malware
DDoS,APT-28,Web,Global,0.66,5,Quarantine,5,distributed denial of service attack on public website,"['DDoS', 'website', 'attack']","['CompanyY', 'Malware']",Phishing
Ransomware,APT-28,Web,North Korea,0.82,4,Monitor for Phishing,3,distributed denial of service attack on public website,"['phishing', 'link', 'email']","['CompanyY', 'Malware']",Phishing
DDoS,APT-28,Email,Germany,0.7,5,Monitor for Phishing,5,ransomware attack through network vulnerability,"['ransomware', 'network', 'vulnerability']","['CompanyX', 'APT-28']",Malware
Phishing,Lazarus Group,Network,Russia,0.5,1,Increase Web Security,2,distributed denial of service attack on public website,"['malware', 'email', 'attachment']","['Anonymous', 'Website']",Phishing
Phishing,Lazarus Group,Email,USA,0.76,1,Patch Vulnerability,1,ransomware attack through network vulnerability,"['DDoS', 'website', 'attack']","['CompanyY', 'Malware']",Ransomware
Phishing,Unknown,Email,USA,0.96,5,Quarantine,2,ransomware attack through network vulnerability,"['phishing', 'link', 'email']","['CompanyX', 'APT-28']",Malware
Phishing,Unknown,Network,Germany,0.91,5,Increase Web Security,3,phishing scam targeting corporate accounts,"['phishing', 'corporate', 'scam']","['Lazarus Group', 'Network Device']",DDoS
Malware,Lazarus Group,Web,North Korea,0.91,4,Quarantine,3,ransomware attack through network vulnerability,"['ransomware', 'network', 'vulnerability']","['CompanyX', 'APT-28']",Ransomware
Phishing,Unknown,Email,North Korea,0.9,5,Quarantine,1,ransomware attack through network vulnerability,"['DDoS', 'website', 'attack']","['CompanyX', 'APT-28']",Phishing
Malware,Anonymous,Web,Germany,0.66,2,Patch Vulnerability,5,distributed denial of service attack on public website,"['DDoS', 'website', 'attack']","['CompanyX', 'APT-28']",Phishing
Malware,Anonymous,Web,North Korea,0.88,1,Monitor for Phishing,4,ransomware attack through network vulnerability,"['DDoS', 'website', 'attack']","['CompanyY', 'Malware']",Phishing
Phishing,Lazarus Group,Network,USA,0.57,1,Patch Vulnerability,3,malware detected in email attachment,"['malware', 'email', 'attachment']","['CompanyX', 'APT-28']",Phishing
Phishing,Unknown,Network,USA,0.83,5,Patch Vulnerability,1,distributed denial of service attack on public website,"['phishing', 'corporate', 'scam']","['Lazarus Group', 'Network Device']",DDoS
Ransomware,APT-28,Web,Russia,0.82,3,Increase Web Security,4,phishing email with malicious link,"['ransomware', 'network', 'vulnerability']","['CompanyY', 'Malware']",DDoS
DDoS,Anonymous,Email,Germany,0.51,3,Patch Vulnerability,5,distributed denial of service attack on public website,"['phishing', 'link', 'email']","['Lazarus Group', 'Network Device']",Phishing
Phishing,Lazarus Group,Web,Global,0.89,5,Monitor for Phishing,3,ransomware attack through network vulnerability,"['phishing', 'link', 'email']","['Unknown', 'Phishing Service']",Malware
Ransomware,Unknown,Email,Global,0.95,2,Quarantine,1,malware detected in email attachment,"['phishing', 'corporate', 'scam']","['CompanyX', 'APT-28']",Phishing
Ransomware,Lazarus Group,Email,Russia,0.63,3,Patch Vulnerability,1,distributed denial of service attack on public website,"['DDoS', 'website', 'attack']","['CompanyY', 'Malware']",Phishing
DDoS,APT-28,Network,Russia,0.91,5,Quarantine,1,malware detected in email attachment,"['DDoS', 'website', 'attack']","['CompanyY', 'Malware']",DDoS
Malware,Anonymous,Email,North Korea,0.54,2,Patch Vulnerability,3,phishing email with malicious link,"['DDoS', 'website', 'attack']","['CompanyX', 'APT-28']",Phishing
Phishing,Lazarus Group,Email,Russia,0.8,2,Quarantine,4,phishing email with malicious link,"['DDoS', 'website', 'attack']","['Anonymous', 'Website']",DDoS
DDoS,Lazarus Group,Web,Russia,0.74,4,Patch Vulnerability,1,phishing scam targeting corporate accounts,"['DDoS', 'website', 'attack']","['Anonymous', 'Website']",DDoS
Phishing,Lazarus Group,Network,Global,0.77,2,Increase Web Security,5,phishing scam targeting corporate accounts,"['phishing', 'corporate', 'scam']","['Lazarus Group', 'Network Device']",DDoS
Ransomware,APT-28,Email,North Korea,0.96,3,Quarantine,1,distributed denial of service attack on public website,"['malware', 'email', 'attachment']","['CompanyX', 'APT-28']",Phishing
Ransomware,Lazarus Group,Email,Russia,0.94,3,Patch Vulnerability,4,phishing scam targeting corporate accounts,"['ransomware', 'network', 'vulnerability']","['CompanyX', 'APT-28']",Malware
Malware,APT-28,Network,Russia,0.89,5,Patch Vulnerability,3,malware detected in email attachment,"['DDoS', 'website', 'attack']","['Unknown', 'Phishing Service']",Phishing
Ransomware,APT-28,Web,North Korea,0.64,5,Increase Web Security,1,phishing scam targeting corporate accounts,"['malware', 'email', 'attachment']","['Anonymous', 'Website']",Ransomware
Ransomware,APT-28,Network,Germany,0.96,2,Increase Web Security,1,malware detected in email attachment,"['phishing', 'link', 'email']","['Anonymous', 'Website']",DDoS
DDoS,Anonymous,Network,North Korea,0.55,1,Increase Web Security,5,phishing scam targeting corporate accounts,"['phishing', 'corporate', 'scam']","['CompanyX', 'APT-28']",DDoS
Phishing,Anonymous,Email,Global,0.93,4,Quarantine,5,phishing scam targeting corporate accounts,"['malware', 'email', 'attachment']","['Lazarus Group', 'Network Device']",Ransomware
Phishing,Lazarus Group,Email,Germany,0.66,1,Quarantine,1,phishing scam targeting corporate accounts,"['DDoS', 'website', 'attack']","['CompanyX', 'APT-28']",DDoS
DDoS,Lazarus Group,Web,USA,0.53,2,Increase Web Security,1,ransomware attack through network vulnerability,"['DDoS', 'website', 'attack']","['Lazarus Group', 'Network Device']",DDoS
Malware,Anonymous,Email,North Korea,0.83,2,Monitor for Phishing,5,ransomware attack through network vulnerability,"['DDoS', 'website', 'attack']","['Anonymous', 'Website']",DDoS
Phishing,Unknown,Email,Global,0.62,1,Monitor for Phishing,4,phishing scam targeting corporate accounts,"['malware', 'email', 'attachment']","['Unknown', 'Phishing Service']",Ransomware
Ransomware,Anonymous,Network,Germany,0.62,4,Patch Vulnerability,2,malware detected in email attachment,"['DDoS', 'website', 'attack']","['CompanyY', 'Malware']",Phishing
Phishing,APT-28,Email,North Korea,0.65,1,Monitor for Phishing,2,distributed denial of service attack on public website,"['malware', 'email', 'attachment']","['Anonymous', 'Website']",DDoS
Ransomware,Anonymous,Web,Russia,0.53,5,Patch Vulnerability,1,phishing email with malicious link,"['DDoS', 'website', 'attack']","['Lazarus Group', 'Network Device']",Malware
Malware,APT-28,Network,North Korea,0.59,3,Quarantine,5,ransomware attack through network vulnerability,"['phishing', 'link', 'email']","['CompanyX', 'APT-28']",Ransomware
DDoS,Lazarus Group,Web,USA,0.5,5,Quarantine,3,phishing scam targeting corporate accounts,"['phishing', 'link', 'email']","['Anonymous', 'Website']",Phishing
Phishing,Unknown,Network,North Korea,0.72,3,Monitor for Phishing,3,phishing email with malicious link,"['ransomware', 'network', 'vulnerability']","['Unknown', 'Phishing Service']",Ransomware
DDoS,Lazarus Group,Email,Germany,0.54,2,Quarantine,2,ransomware attack through network vulnerability,"['DDoS', 'website', 'attack']","['Lazarus Group', 'Network Device']",Phishing
Phishing,APT-28,Network,Germany,0.84,4,Increase Web Security,4,distributed denial of service attack on public website,"['DDoS', 'website', 'attack']","['CompanyX', 'APT-28']",Ransomware
Ransomware,APT-28,Network,North Korea,0.62,1,Increase Web Security,2,malware detected in email attachment,"['malware', 'email', 'attachment']","['CompanyY', 'Malware']",Phishing
DDoS,APT-28,Email,Germany,0.97,4,Monitor for Phishing,1,phishing scam targeting corporate accounts,"['malware', 'email', 'attachment']","['Lazarus Group', 'Network Device']",Malware
Phishing,Unknown,Email,Russia,0.94,1,Monitor for Phishing,4,distributed denial of service attack on public website,"['DDoS', 'website', 'attack']","['CompanyX', 'APT-28']",Phishing
Ransomware,Anonymous,Web,North Korea,0.64,5,Patch Vulnerability,3,ransomware attack through network vulnerability,"['ransomware', 'network', 'vulnerability']","['CompanyY', 'Malware']",Ransomware
DDoS,Lazarus Group,Web,Russia,0.89,5,Quarantine,5,phishing scam targeting corporate accounts,"['DDoS', 'website', 'attack']","['CompanyX', 'APT-28']",Phishing
DDoS,Lazarus Group,Email,Russia,0.9,1,Patch Vulnerability,5,phishing email with malicious link,"['malware', 'email', 'attachment']","['CompanyY', 'Malware']",Ransomware
Phishing,Anonymous,Email,Global,0.99,4,Patch Vulnerability,1,malware detected in email attachment,"['DDoS', 'website', 'attack']","['CompanyY', 'Malware']",Malware
Phishing,Lazarus Group,Email,North Korea,0.8,1,Increase Web Security,2,ransomware attack through network vulnerability,"['malware', 'email', 'attachment']","['CompanyY', 'Malware']",Malware
Phishing,Unknown,Network,Germany,0.54,2,Increase Web Security,1,malware detected in email attachment,"['DDoS', 'website', 'attack']","['CompanyX', 'APT-28']",Phishing
Ransomware,Lazarus Group,Network,Russia,0.82,5,Increase Web Security,5,phishing scam targeting corporate accounts,"['phishing', 'corporate', 'scam']","['CompanyY', 'Malware']",Malware
Phishing,APT-28,Network,Global,0.81,2,Increase Web Security,3,distributed denial of service attack on public website,"['malware', 'email', 'attachment']","['Lazarus Group', 'Network Device']",DDoS
DDoS,Anonymous,Email,North Korea,0.82,5,Patch Vulnerability,5,malware detected in email attachment,"['ransomware', 'network', 'vulnerability']","['Unknown', 'Phishing Service']",Phishing
DDoS,Unknown,Web,North Korea,0.65,5,Increase Web Security,4,phishing email with malicious link,"['phishing', 'corporate', 'scam']","['Unknown', 'Phishing Service']",Phishing
Phishing,Anonymous,Email,USA,0.93,3,Quarantine,5,ransomware attack through network vulnerability,"['DDoS', 'website', 'attack']","['CompanyY', 'Malware']",Ransomware
Phishing,Unknown,Network,USA,0.98,2,Increase Web Security,5,phishing email with malicious link,"['malware', 'email', 'attachment']","['Unknown', 'Phishing Service']",Malware
Malware,APT-28,Network,Russia,0.61,2,Increase Web Security,4,malware detected in email attachment,"['phishing', 'corporate', 'scam']","['Unknown', 'Phishing Service']",Phishing
DDoS,Anonymous,Email,USA,0.54,3,Increase Web Security,2,distributed denial of service attack on public website,"['ransomware', 'network', 'vulnerability']","['CompanyY', 'Malware']",Phishing
Ransomware,Lazarus Group,Email,Russia,0.6,4,Monitor for Phishing,5,distributed denial of service attack on public website,"['malware', 'email', 'attachment']","['CompanyY', 'Malware']",Phishing
Malware,Unknown,Network,Germany,0.91,2,Quarantine,1,phishing email with malicious link,"['phishing', 'corporate', 'scam']","['Lazarus Group', 'Network Device']",DDoS
Phishing,Anonymous,Network,Russia,0.84,1,Quarantine,5,phishing scam targeting corporate accounts,"['phishing', 'corporate', 'scam']","['Anonymous', 'Website']",Malware
Phishing,Lazarus Group,Network,USA,0.82,3,Patch Vulnerability,1,phishing scam targeting corporate accounts,"['phishing', 'corporate', 'scam']","['CompanyX', 'APT-28']",Phishing
DDoS,Anonymous,Email,Germany,0.7,2,Patch Vulnerability,4,distributed denial of service attack on public website,"['phishing', 'link', 'email']","['CompanyY', 'Malware']",DDoS
Phishing,Anonymous,Network,USA,0.79,4,Increase Web Security,5,phishing email with malicious link,"['DDoS', 'website', 'attack']","['CompanyY', 'Malware']",Phishing
Ransomware,Anonymous,Network,Russia,0.65,2,Monitor for Phishing,4,phishing email with malicious link,"['malware', 'email', 'attachment']","['Unknown', 'Phishing Service']",Ransomware
DDoS,Unknown,Web,Global,0.74,5,Patch Vulnerability,4,phishing email with malicious link,"['malware', 'email', 'attachment']","['Lazarus Group', 'Network Device']",Malware
Phishing,Lazarus Group,Email,North Korea,0.9,1,Patch Vulnerability,2,malware detected in email attachment,"['malware', 'email', 'attachment']","['Unknown', 'Phishing Service']",Malware
DDoS,APT-28,Web,USA,0.99,3,Increase Web Security,5,phishing scam targeting corporate accounts,"['phishing', 'corporate', 'scam']","['CompanyY', 'Malware']",Phishing
Phishing,Unknown,Web,Russia,0.97,5,Increase Web Security,1,phishing scam targeting corporate accounts,"['DDoS', 'website', 'attack']","['CompanyY', 'Malware']",Malware
Phishing,Unknown,Network,Germany,0.97,4,Patch Vulnerability,1,malware detected in email attachment,"['ransomware', 'network', 'vulnerability']","['Unknown', 'Phishing Service']",Malware
Phishing,Unknown,Email,USA,0.7,5,Patch Vulnerability,5,ransomware attack through network vulnerability,"['malware', 'email', 'attachment']","['CompanyY', 'Malware']",Malware
Ransomware,APT-28,Network,USA,0.73,5,Quarantine,2,malware detected in email attachment,"['DDoS', 'website', 'attack']","['Anonymous', 'Website']",Malware
Ransomware,Lazarus Group,Email,North Korea,0.85,4,Monitor for Phishing,2,phishing email with malicious link,"['DDoS', 'website', 'attack']","['CompanyX', 'APT-28']",DDoS
DDoS,Lazarus Group,Web,Russia,0.96,5,Quarantine,2,malware detected in email attachment,"['phishing', 'link', 'email']","['CompanyX', 'APT-28']",DDoS
Phishing,Lazarus Group,Email,Global,0.57,3,Patch Vulnerability,1,phishing email with malicious link,"['malware', 'email', 'attachment']","['CompanyX', 'APT-28']",Ransomware
Phishing,Anonymous,Network,Germany,0.65,2,Quarantine,4,distributed denial of service attack on public website,"['phishing', 'corporate', 'scam']","['Anonymous', 'Website']",Malware
Ransomware,Anonymous,Network,Russia,0.57,5,Quarantine,2,phishing email with malicious link,"['DDoS', 'website', 'attack']","['CompanyY', 'Malware']",Phishing
Phishing,Anonymous,Network,Germany,0.81,3,Patch Vulnerability,1,phishing scam targeting corporate accounts,"['DDoS', 'website', 'attack']","['Unknown', 'Phishing Service']",Phishing
Ransomware,APT-28,Email,USA,0.65,2,Increase Web Security,1,malware detected in email attachment,"['ransomware', 'network', 'vulnerability']","['Lazarus Group', 'Network Device']",Ransomware
Phishing,Anonymous,Web,North Korea,0.66,2,Patch Vulnerability,4,phishing email with malicious link,"['phishing', 'link', 'email']","['CompanyY', 'Malware']",Phishing
DDoS,APT-28,Web,North Korea,0.54,5,Increase Web Security,5,ransomware attack through network vulnerability,"['DDoS', 'website', 'attack']","['Anonymous', 'Website']",Phishing
Phishing,Lazarus Group,Email,Global,0.67,3,Patch Vulnerability,5,distributed denial of service attack on public website,"['DDoS', 'website', 'attack']","['Anonymous', 'Website']",Malware
Phishing,Anonymous,Network,North Korea,0.93,5,Patch Vulnerability,2,ransomware attack through network vulnerability,"['phishing', 'corporate', 'scam']","['CompanyX', 'APT-28']",Phishing
Malware,Anonymous,Web,USA,0.62,4,Patch Vulnerability,2,ransomware attack through network vulnerability,"['phishing', 'corporate', 'scam']","['CompanyY', 'Malware']",Phishing
